Title,Stage 1,Stage 2,Stage 2.7,Stage 3,Stage 4,Last Commit,Classification
legacy-reflection,2020-02-06,NA,NA,NA,NA,2020-02-28
locale-extensions,2023-09-28,NA,NA,NA,NA,2024-02-21
signals,2024-04-11,NA,NA,NA,NA,2025-01-01
richer-keys,NA,NA,NA,NA,NA,NA
strict-using,2024-04-12,NA,NA,NA,NA,2024-04-12
